pasi_rezolutie;timp_rezolutie;cpu_rezolutie;memorie_rezolutie;pasi_dp;timp_dp;cpu_dp;memorie_dp;pasi_dpll;timp_dpll;cpu_dpll;memorie_dpll;rezultat
3236;17,980256;16,343750;1,75;186;0,030338;0,000000;0,00;119;0,019188;0,000000;0,12;SAT
1010;0,689291;0,640625;0,00;193;0,011446;0,015625;0,00;124;0,025627;0,015625;0,46;SAT
150;0,016792;0,000000;0,13;190;0,012540;0,015625;0,00;2;0,021713;0,000000;0,00;UNSAT
150;0,016261;0,000000;0,00;197;0,014688;0,000000;0,00;2;0,017316;0,000000;0,00;UNSAT
11029;349,531930;339,093750;0,00;195;0,014417;0,015625;0,00;123;0,031884;0,015625;0,32;SAT
150;0,020131;0,015625;0,00;180;0,025313;0,031250;0,00;2;0,019474;0,000000;0,00;UNSAT
150;0,033765;0,015625;0,44;204;0,028609;0,000000;0,00;2;0,009754;0,000000;0,00;UNSAT
7449;89,493348;86,859375;0,94;191;0,015163;0,000000;0,00;117;0,035715;0,015625;0,14;SAT
6938;67,382108;65,187500;1,28;181;0,011641;0,015625;0,00;121;0,018748;0,000000;0,59;SAT
1714;5,969001;5,812500;2,02;190;0,016577;0,015625;0,00;116;0,035837;0,015625;0,00;SAT
1102;0,966452;0,859375;0,00;182;0,023503;0,015625;0,00;121;0,035088;0,015625;0,18;SAT
1023;0,771720;0,765625;0,00;189;0,021804;0,000000;0,00;122;0,016894;0,015625;0,19;SAT
150;0,018649;0,000000;0,20;196;0,035816;0,015625;0,00;2;0,019098;0,000000;0,00;UNSAT
1131;0,925075;0,875000;0,00;186;0,014018;0,015625;0,00;123;0,034163;0,015625;0,61;SAT
150;0,037207;0,000000;0,12;181;0,011767;0,015625;0,00;2;0,020723;0,000000;0,00;UNSAT
4255;32,540137;31,296875;2,07;188;0,024704;0,015625;0,00;122;0,021328;0,000000;0,37;SAT
150;0,022141;0,000000;0,00;189;0,028218;0,015625;0,00;2;0,010710;0,000000;0,00;UNSAT
2878;15,272339;14,703125;2,71;184;0,018687;0,015625;0,00;123;0,011935;0,015625;0,00;SAT
9254;393,568258;380,671875;1,80;193;0,014202;0,015625;0,00;129;0,015412;0,015625;0,29;SAT
11637;723,859369;704,171875;0,65;189;0,011282;0,000000;0,00;122;0,011103;0,015625;0,11;SAT
1067;0,737669;0,687500;0,00;191;0,021756;0,015625;0,00;121;0,024983;0,000000;0,33;SAT
4963;48,197541;46,703125;2,48;195;0,027244;0,000000;0,00;116;0,022508;0,015625;0,27;SAT
6231;66,972590;65,453125;2,53;194;0,033528;0,015625;0,00;111;0,045114;0,015625;0,21;SAT
2558;17,082428;16,718750;1,26;178;0,013088;0,015625;0,00;116;0,033098;0,015625;0,40;SAT
1018;0,791531;0,718750;0,00;194;0,035815;0,015625;0,00;120;0,051876;0,000000;0,32;SAT
16163;763,907549;745,953125;3,16;193;0,006556;0,000000;0,00;124;0,005621;0,000000;0,00;SAT
1043;0,785836;0,718750;0,00;197;0,021479;0,000000;0,00;125;0,017606;0,015625;0,29;SAT
1033;0,729541;0,687500;0,33;197;0,013015;0,015625;0,00;121;0,020173;0,000000;0,04;SAT
1201;0,993404;0,953125;0,00;182;0,014346;0,015625;0,00;116;0,029779;0,031250;0,27;SAT
